id,date,region,country,category,product,salesperson,quantity,unit_price,discount,total
884,2024-07-22,South America,Argentina,Electronics,,Priya Sharma,6,214.71,0.30,901.76
885,2025-09-05,,Iceland,Office Supplies,Binder,Yuki Tanaka,12,,0.25,
886,2025-09-09,Asia,India,Electronics,Laptop,Yuki Tanaka,14,1238.34,0.30,12135.76
887,2024-01-06,South America,Brazil,Electronics,,Nagy Péter,5,105.15,0.20,420.58
888,2025-09-16,North America,United States,Furniture,Bookshelf,Szabó Éva,10,206.06,0.10,1854.58
889,2024-02-07,Europe,United Kingdom,Furniture,Desk Lamp,Priya Sharma,10,41.91,,419.08
890,2024-12-22,,Iceland,Electronics,Keyboard,John Smith,6,68.98,0.05,393.16
891,2025-01-08,,Singapore,Electronics,Monitor,Marie Dubois,13,343.52,0.15,3795.93
892,2025-11-04,North America,Mexico,Office Supplies,Pens,Marie Dubois,7,3.61,0.20,20.21
893,2024-03-02,South America,Brazil,Office Supplies,Printer Paper,Szabó Éva,4,7.72,0.20,24.71
894,2024-12-08,Europe,Hungary,Electronics,Headphones,Kovács Anna,7,92.23,,645.60
895,2025-10-04,Asia,Japan,Electronics,,Marie Dubois,2,110.89,0.30,155.25
896,2024-12-03,North America,United States,Furniture,Desk,Kovács Anna,,440.05,0.10,
897,2024-06-19,North America,,,,Hans Müller,9,460.57,0.15,3523.34
898,2024-08-27,,Singapore,Office Supplies,Binder,Kovács Anna,8,5.84,0.10,42.03
899,2025-11-09,North America,Mexico,Office Supplies,Stapler,Kovács Anna,17,12.82,0.10,196.13
900,2024-08-09,Asia,South Korea,Office Supplies,Stapler,Kovács Anna,2,13.31,,26.63
901,2025-01-11,North America,Mexico,Office Supplies,Stapler,Yuki Tanaka,17,10.30,0.00,175.09
902,2024-05-27,Oceania,Australia,Software,Office Suite,Marie Dubois,11,135.11,0.10,1337.58
903,2024-08-08,North America,United States,Furniture,Desk Lamp,Kovács Anna,7,50.59,0.30,247.88
904,2024-09-17,North America,United States,Software,IDE License,Nagy Péter,4,220.98,,883.90
905,2024-03-21,Europe,United Kingdom,Electronics,Mouse,Marie Dubois,19,24.55,0.05,443.11
906,2024-08-25,Europe,Germany,Software,,Priya Sharma,3,279.23,0.05,795.80
907,2024-10-27,Asia,India,Electronics,Headphones,Szabó Éva,9,99.34,0.25,670.55
908,2024-10-28,Asia,South Korea,Office Supplies,Binder,Emily Johnson,12,5.88,0.30,49.41
909,2024-02-09,South America,Argentina,Electronics,Mouse,Hans Müller,19,27.82,0.15,449.36
910,2025-01-22,Europe,,,,Szabó Éva,17,76.74,0.30,913.17
911,2025-03-07,South America,Argentina,Software,Antivirus,Kovács Anna,17,48.16,0.30,573.06
912,2024-11-14,Europe,France,,Gift Card,Priya Sharma,10,89.12,0.20,712.98
913,2024-09-17,North America,Canada,Electronics,Monitor,Szabó Éva,19,329.16,0.25,4690.59
914,2024-06-03,,Iceland,Electronics,Laptop,Kovács Anna,12,1164.68,,13976.16
915,2025-07-19,South America,Brazil,Electronics,Mouse,Szabó Éva,9,22.35,,201.16
916,2025-03-07,Africa,Egypt,,Extended Warranty,Hans Müller,6,79.25,,475.52
917,2024-01-24,Asia,South Korea,Electronics,Mouse,John Smith,2,23.38,0.25,35.07
918,2024-08-15,Europe,Germany,,Shipping,Marie Dubois,10,16.59,0.30,116.13
919,2025-11-04,Asia,India,Electronics,Mouse,Nagy Péter,17,25.47,,432.98
920,2024-12-19,Europe,France,Office Supplies,Binder,Marie Dubois,16,5.38,0.25,64.55
921,2025-02-18,North America,Canada,Furniture,,Priya Sharma,10,159.64,0.25,1197.29
922,2025-06-26,Europe,Poland,Furniture,Desk Lamp,John Smith,20,43.27,0.25,649.05
923,2025-11-18,,Singapore,Electronics,Monitor,Szabó Éva,7,377.30,0.10,2376.97
924,2024-11-23,Africa,Egypt,Electronics,Mouse,Kovács Anna,2,21.39,0.20,34.23
925,2024-10-02,South America,Brazil,Furniture,Bookshelf,Marie Dubois,11,167.59,0.20,1474.79
926,2025-01-26,North America,Canada,Office Supplies,Printer Paper,Yuki Tanaka,3,9.11,0.00,27.32
927,2024-05-02,North America,Canada,Electronics,Headphones,Szabó Éva,6,80.74,0.25,363.33
928,2025-10-31,Europe,Hungary,Furniture,Desk Lamp,Priya Sharma,2,42.32,0.25,63.48
929,2024-05-14,North America,Canada,Software,,Yuki Tanaka,20,199.39,0.10,3589.05
930,2024-10-29,Asia,China,,Gift Card,,5,94.03,0.00,470.15
931,2025-12-29,North America,United States,,Gift Card,Nagy Péter,20,105.22,0.25,1578.30
932,2024-06-03,Asia,India,,Gift Card,Szabó Éva,20,96.08,0.20,1537.22
933,2025-05-23,Europe,Germany,Software,Antivirus,Yuki Tanaka,20,42.92,0.00,858.37
934,2025-07-29,,Iceland,Office Supplies,Printer Paper,Emily Johnson,16,8.77,0.05,133.25
935,2024-07-11,North America,United States,Electronics,Keyboard,Szabó Éva,8,53.23,0.05,404.53
936,2024-07-23,Asia,South Korea,,Gift Card,Marie Dubois,16,93.16,0.30,1043.41
937,2025-03-01,,Singapore,,Gift Card,John Smith,6,97.20,0.05,554.07
938,2024-04-24,North America,Mexico,Electronics,Mouse,Emily Johnson,9,23.73,0.15,181.55
939,2025-12-17,North America,United States,Office Supplies,Stapler,Carlos García,10,11.49,0.10,103.41
940,2025-04-06,Oceania,New Zealand,Furniture,Desk,,,376.98,0.25,
941,2024-07-29,South America,,,,Nagy Péter,4,392.25,0.20,1255.19
942,2024-11-17,Asia,South Korea,Electronics,Mouse,Kovács Anna,7,22.19,0.20,124.27
943,2025-10-09,Africa,South Africa,Electronics,Headphones,Szabó Éva,4,100.54,0.00,402.15
944,2025-01-01,South America,Brazil,Electronics,Monitor,Szabó Éva,6,313.23,,1879.38
945,2025-04-01,Europe,Germany,Software,Office Suite,Nagy Péter,15,130.50,0.10,1761.73
946,2025-03-04,,Iceland,Office Supplies,Printer Paper,Hans Müller,,7.46,0.15,
947,2025-06-11,Africa,South Africa,Software,IDE License,Priya Sharma,17,219.68,0.00,3734.53
948,2025-04-03,South America,Argentina,Software,Office Suite,Emily Johnson,8,154.10,0.25,924.59
949,2025-10-23,Asia,China,Furniture,Desk Lamp,Marie Dubois,1,43.75,,43.75
950,2025-11-11,South America,Argentina,Software,Office Suite,Emily Johnson,19,142.65,0.20,2168.26
951,2025-07-29,Asia,India,Office Supplies,Binder,Szabó Éva,19,5.22,0.10,89.28
952,2025-04-23,Oceania,New Zealand,Furniture,Desk Lamp,Szabó Éva,,47.49,0.10,
953,2025-03-02,Asia,India,Software,Antivirus,Carlos García,15,53.75,0.15,685.36
954,2024-05-10,,Singapore,Office Supplies,Pens,Carlos García,1,3.42,,3.42
955,2024-07-27,,Iceland,Electronics,Keyboard,Emily Johnson,8,62.73,0.25,376.40
956,2024-01-27,,Singapore,Office Supplies,Binder,Marie Dubois,4,5.71,0.15,19.41
957,2024-06-10,South America,Argentina,Office Supplies,Printer Paper,Hans Müller,15,8.61,0.05,122.64
958,2024-06-21,North America,Mexico,Electronics,Monitor,Kovács Anna,6,383.56,,2301.36
959,2025-06-14,South America,Brazil,Software,IDE License,Marie Dubois,16,170.79,0.25,2049.44
960,2025-09-10,Oceania,New Zealand,Office Supplies,,Marie Dubois,,28.20,0.15,
961,2024-11-29,Asia,India,,Shipping,Szabó Éva,13,15.20,,197.59
962,2025-09-15,Oceania,Australia,Electronics,Laptop,Yuki Tanaka,8,1314.35,,10514.84
963,2025-08-23,South America,Brazil,Electronics,Monitor,Marie Dubois,15,305.11,0.20,3661.37
964,2025-05-16,Oceania,New Zealand,,Gift Card,Priya Sharma,15,99.20,0.00,1487.93
965,2025-08-29,Oceania,Australia,Furniture,Desk Lamp,Marie Dubois,16,48.14,0.15,654.71
966,2025-04-30,Africa,Egypt,Electronics,Keyboard,Marie Dubois,4,65.15,0.10,234.52
967,2024-06-10,Oceania,Australia,Office Supplies,Stapler,Emily Johnson,13,13.34,0.00,173.48
968,2025-11-19,Africa,South Africa,Electronics,Laptop,Yuki Tanaka,1,1133.00,0.15,963.05
969,2025-08-07,North America,Canada,Software,Office Suite,Priya Sharma,,142.55,,
970,2025-07-15,Asia,South Korea,Electronics,Headphones,Nagy Péter,3,78.72,,236.16
971,2024-07-31,Europe,,,,Yuki Tanaka,4,500.32,0.20,1601.02
972,2025-05-31,Europe,France,Furniture,Desk Lamp,Hans Müller,,49.09,,
973,2024-06-09,Europe,Germany,Software,,,18,280.85,0.10,4549.73
974,2025-10-17,Asia,South Korea,Office Supplies,Stapler,Marie Dubois,,11.85,0.00,
975,2024-07-22,Asia,China,Software,IDE License,Kovács Anna,2,,0.05,
976,2025-12-13,,Singapore,Software,IDE License,Carlos García,17,216.18,0.25,2756.28
977,2025-12-05,Europe,Germany,Electronics,Keyboard,Emily Johnson,5,58.35,0.10,262.55
978,2025-06-10,,Iceland,Furniture,Desk Lamp,John Smith,11,44.98,0.15,420.52
979,2024-02-09,Africa,Egypt,Furniture,Office Chair,,3,230.21,0.15,587.03
980,2024-01-07,Asia,India,,Gift Card,Marie Dubois,2,89.00,,178.01
981,2025-01-29,North America,Mexico,Software,Office Suite,Szabó Éva,17,143.73,0.05,2321.25
982,2024-10-10,,Singapore,Furniture,Office Chair,Yuki Tanaka,11,222.52,,2447.70
983,2025-08-12,North America,Mexico,,Extended Warranty,Priya Sharma,2,87.53,,175.06
984,2025-03-23,North America,United States,Electronics,Keyboard,,14,,,
985,2025-07-28,,Singapore,Electronics,Headphones,Hans Müller,7,77.10,0.15,458.72
986,2024-04-10,Asia,Japan,Electronics,Mouse,Nagy Péter,1,25.00,0.00,25.00
987,2025-08-03,Oceania,New Zealand,Office Supplies,Printer Paper,Carlos García,12,8.01,0.30,67.25
988,2025-09-04,Asia,South Korea,Office Supplies,Pens,Szabó Éva,20,3.54,0.30,49.60
989,2025-11-21,North America,Mexico,Electronics,Laptop,Marie Dubois,18,1293.81,0.30,16301.96
990,2024-12-02,Oceania,New Zealand,Furniture,,Hans Müller,15,35.23,,528.44
991,2024-11-13,Oceania,New Zealand,Furniture,Desk,Priya Sharma,18,387.50,,6974.91
992,2025-04-19,Europe,Poland,Furniture,Office Chair,Kovács Anna,4,231.50,0.15,787.10
993,2024-12-09,North America,Mexico,,Gift Card,Kovács Anna,1,86.98,0.20,69.58
994,2024-08-11,Africa,South Africa,Office Supplies,Printer Paper,Marie Dubois,6,8.42,0.15,42.94
995,2024-10-28,Europe,Hungary,Furniture,Bookshelf,,15,166.95,0.25,1878.13
996,2024-01-25,Africa,Egypt,Office Supplies,Binder,Marie Dubois,3,5.82,,17.47
997,2024-08-11,North America,United States,,Gift Card,Szabó Éva,12,97.68,0.25,879.10
998,2025-08-01,Africa,South Africa,Electronics,Headphones,Nagy Péter,14,93.98,0.05,1249.96
999,2024-12-31,Africa,South Africa,,Shipping,Hans Müller,,12.95,0.15,
1000,2025-06-14,Europe,Germany,Electronics,,Kovács Anna,18,102.56,0.20,1476.85
